L0,Page Type,Template Type,Value,Key (READ-ONLY)
,,,"Tìm kiếm, So sánh & Mua trực tuyến [[brand]] [[series]] [[model]] màu [[color]] dành cho [[gender]] khuyến mãi giá tốt nhất ★ Khám phá những xu hướng và các khuyến mãi mới nhất . ✓ Đa dạng lựa chọn ✓ Cửa hàng uy tín ✓ Ưu đãi tốt nhất",plp.electronics.default_brand_gender_color_series_model_discount_meta
,,,[[brand]] [[series]] [[model]] màu [[color]] dành cho [[gender]],plp.electronics.default_brand_gender_color_series_model_discount_heading
,,,[[heading]] đang giảm giá,plp.electronics.default_brand_gender_color_series_model_discount_h1
,,,Mua trực tuyến [[category]] [[brand]] đang giảm giá tại [[country]] | iPrice,plp.electronics.default_brand_category_discount_title
,,,"Tìm kiếm, So sánh & Mua trực tuyến [[category]] [[brand]] khuyến mãi giá tốt nhất ★ Khám phá những xu hướng và các khuyến mãi mới nhất . ✓ Đa dạng lựa chọn ✓ Cửa hàng uy tín ✓ Ưu đãi tốt nhất",plp.electronics.default_brand_category_discount_meta
,,,[[category]] [[brand]],plp.electronics.default_brand_category_discount_heading
,,,[[heading]] đang giảm giá,plp.electronics.default_brand_category_discount_h1
,,,Mua trực tuyến các sản phẩm [[category]] [[brand]] màu [[color]] đang giảm giá tại [[country]] | iPrice,plp.electronics.default_brand_category_color_discount_title
,,,Các sản phẩm [[category]] [[brand]] màu [[color]] đang giảm giá,plp.electronics.default_brand_category_color_discount_meta
,,,[[category]] [[brand]] màu [[color]],plp.electronics.default_brand_category_color_discount_heading
,,,"Tìm kiếm, So sánh & Mua trực tuyến các sản phẩm [[heading]] khuyến mãi giá tốt nhất ★ Khám phá xu hướng và các khuyến mãi mới nhất ✓ Đa dạng lựa chọn ✓ Cửa hàng uy tín ✓ Ưu đãi tốt nhất",plp.electronics.default_brand_category_color_discount_h1
,,,Mua [[category]] [[brand]] [[series]] đang giảm giá tại [[country]] | iPrice,plp.electronics.default_brand_category_series_discount_title
,,,"Tìm kiếm, So sánh & Mua trực tuyến [[category]] [[brand]] [[series]] khuyến mãi giá tốt nhất ★ Khám phá những xu hướng và các khuyến mãi mới nhất . ✓ Đa dạng lựa chọn ✓ Cửa hàng uy tín ✓ Ưu đãi tốt nhất",plp.electronics.default_brand_category_series_discount_meta
,,, [[category]] [[brand]] [[series]],plp.electronics.default_brand_category_series_discount_heading
,,,[[heading]] đang giảm giá,plp.electronics.default_brand_category_series_discount_h1
,,,Mua [[category]] [[brand]] [[series]] [[model]] đang giảm giá tại [[country]] | iPrice,plp.electronics.default_brand_category_series_model_discount_title
,,,"Tìm kiếm, So sánh & Mua trực tuyến [[category]] [[brand]] [[series]] [[model]] khuyến mãi giá tốt nhất ★ Khám phá những xu hướng và các khuyến mãi mới nhất . ✓ Đa dạng lựa chọn ✓ Cửa hàng uy tín ✓ Ưu đãi tốt nhất",plp.electronics.default_brand_category_series_model_discount_meta
,,,[[category]] [[brand]] [[series]] [[model]],plp.electronics.default_brand_category_series_model_discount_heading
,,,[[heading]] đang giảm giá,plp.electronics.default_brand_category_series_model_discount_h1
,,,Mua trực tuyến các sản phẩm [[category]] [[brand]] dành cho [[gender]] đang giảm giá tại [[country]] | iPrice,plp.electronics.default_brand_gender_category_discount_title
,,,"Tìm kiếm, So sánh & Mua trực tuyến các sản phẩm [[category]] [[brand]] dành cho [[gender]] khuyến mãi giá tốt nhất ★ Khám phá những xu hướng và các khuyến mãi mới nhất . ✓ Đa dạng lựa chọn ✓ Cửa hàng uy tín ✓ Ưu đãi tốt nhất",plp.electronics.default_brand_gender_category_discount_meta
,,,Các sản phẩm [[category]] [[brand]] dành cho [[gender]],plp.electronics.default_brand_gender_category_discount_heading
,,,[[heading]] đang giảm giá,plp.electronics.default_brand_gender_category_discount_h1
,,,Mua các sản phẩm [[category]] [[brand]] [[series]] dành cho [[gender]] đang giảm giá tại [[country]] | iPrice,plp.electronics.default_brand_gender_category_series_discount_title
,,,"Tìm kiếm, So sánh & Mua trực tuyến các sản phẩm [[category]] [[brand]] [[series]] dành cho [[gender]] khuyến mãi giá tốt nhất ★ Khám phá những xu hướng và các khuyến mãi mới nhất . ✓Đa dạng lựa chọn ✓ Cửa hàng uy tín ✓ Ưu đãi tốt nhất",plp.electronics.default_brand_gender_category_series_discount_meta
,,,Các sản phẩm [[category]] [[brand]] [[series]] dành cho [[gender]],plp.electronics.default_brand_gender_category_series_discount_heading
,,,[[heading]] đang giảm giá,plp.electronics.default_brand_gender_category_series_discount_h1
,,,Các sản phẩm [[category]] [[brand]] [[series]] [[model]] dành cho [[gender]] đang giảm giá tại [[country]] | iPrice ,plp.electronics.default_brand_gender_category_series_model_discount_title
,,,"Tìm kiếm, So sánh & Mua trực tuyến các sản phẩm [[category]] [[brand]] [[series]] [[model]] dành cho [[gender]] khuyến mãi giá tốt nhất ★ Khám phá những xu hướng và các khuyến mãi mới nhất . ✓ Đa dạng lựa chọn ✓ Cửa hàng uy tín ✓ Ưu đãi tốt nhất",plp.electronics.default_brand_gender_category_series_model_discount_meta
,,,Các sản phẩm [[category]] [[brand]] [[series]] [[model]] dành cho [[gender]],plp.electronics.default_brand_gender_category_series_model_discount_heading
,,,[[heading]] đang giảm giá,plp.electronics.default_brand_gender_category_series_model_discount_h1
,,,Mua trực tuyến các sản phẩm [[category]] [[brand]] màu [[color]] dành cho [[gender]] đang giảm giá tại [[country]] | iPrice,plp.electronics.default_brand_gender_category_color_discount_title
,,,"Tìm kiếm, So sánh & Mua trực tuyến các sản phẩm [[category]] [[brand]] màu [[color]] dành cho [[gender]] khuyến mãi ★ Khám phá những xu hướng và các khuyến mãi mới nhất. ✓ Đa dạng lựa chọn ✓ Cửa hàng uy tín ✓ Ưu đãi tốt nhất",plp.electronics.default_brand_gender_category_color_discount_meta
,,,Các sản phẩm [[category]] [[brand]] màu [[color]] dành cho [[gender]],plp.electronics.default_brand_gender_category_color_discount_heading
,,,[[heading]] đang giảm giá,plp.electronics.default_brand_gender_category_color_discount_h1
,,,Các sản phẩm [[category]] [[brand]] [[series]] màu [[color]] đang giảm giá trực tuyến tại [[country]] | iPrice,plp.electronics.default_brand_category_color_series_discount_title
,,,"Tìm kiếm, So sánh & Mua trực tuyến các sản phẩm [[category]] [[brand]] [[series]] màu [[color]] khuyến mãi giá tốt nhất ★ Khám phá những xu hướng và các khuyến mãi mới nhất . ✓ Đa dạng lựa chọn ✓ Cửa hàng uy tín ✓ Ưu đãi tốt nhất",plp.electronics.default_brand_category_color_series_discount_meta
,,,Các sản phẩm [[category]] [[brand]] [[series]] màu [[color]],plp.electronics.default_brand_category_color_series_discount_heading
,,,[[heading]] đang giảm giá,plp.electronics.default_brand_category_color_series_discount_h1
,,,Các sản phẩm [[category]] [[brand]] [[series]] [[model]] màu [[color]] đang giảm giá trực tuyến tại [[country]] | iPrice,plp.electronics.default_brand_category_color_series_model_discount_title
,,,"Tìm kiếm, So sánh & Mua trực tuyến các sản phẩm [[category]] [[brand]] [[series]] [[model]] màu [[color]] khuyến mãi giá tốt nhất ★ Khám phá những xu hướng và các khuyến mãi mới nhất . ✓ Đa dạng lựa chọn ✓ Cửa hàng uy tín ✓ Ưu đãi tốt nhất",plp.electronics.default_brand_category_color_series_model_discount_meta
,,,Các sản phẩm [[category]] [[brand]] [[series]] [[model]] màu [[color]],plp.electronics.default_brand_category_color_series_model_discount_heading
,,,[[heading]] đang giảm giá,plp.electronics.default_brand_category_color_series_model_discount_h1
,,,Các sản phẩm [[category]] [[brand]] [[series]] màu [[color]] dành cho [[gender]] đang giảm giá tại [[country]] | iPrice,plp.electronics.default_brand_gender_category_color_series_discount_title
,,,"Tìm kiếm, So sánh & Mua trực tuyến các sản phẩm [[category]] [[brand]] [[series]] màu [[color]] dành cho [[gender]] khuyến mãi giá tốt nhất ★ Khám phá những xu hướng và các khuyến mãi mới nhất . ✓ Đa dạng lựa chọn ✓ Cửa hàng uy tín ✓ Ưu đãi tốt nhất",plp.electronics.default_brand_gender_category_color_series_discount_meta
,,,Các sản phẩm [[category]] [[brand]] [[series]] màu [[color]] dành cho [[gender]],plp.electronics.default_brand_gender_category_color_series_discount_heading
,,,[[heading]] đang giảm giá,plp.electronics.default_brand_gender_category_color_series_discount_h1
,,,Các sản phẩm [[category]] [[brand]] [[series]] [[model]] màu [[color]] dành cho [[gender]] đang giảm giá tại [[country]] | iPrice,plp.electronics.default_brand_gender_category_color_series_model_discount_title
,,,"Tìm kiếm, So sánh & Mua trực tuyến các sản phẩm [[category]] [[brand]] [[series]] [[model]] màu [[color]] dành cho [[gender]] khuyến mãi giá tốt nhất ★ Khám phá những xu hướng và các khuyến mãi mới nhất . ✓ Đa dạng lựa chọn ✓ Cửa hàng uy tín ✓ Ưu đãi tốt nhất",plp.electronics.default_brand_gender_category_color_series_model_discount_meta
,,,Các sản phẩm [[category]] [[brand]] [[series]] [[model]] màu [[color]] dành cho [[gender]],plp.electronics.default_brand_gender_category_color_series_model_discount_heading
,,,[[heading]] đang giảm giá,plp.electronics.default_brand_gender_category_color_series_model_discount_h1
,,,%1$s Coupon cho %2$s,plp.fashion.default_store_og_title
,,,%1$s - Mã coupon và voucher giảm giá %2$s | %3$s,plp.fashion.default_store_title
,,,Mã coupon %1$s %2$s tại iPrice %3$s. Tiết kiệm đến 70%% với nhiều khuyến mãi. ✂ Ưu đãi đặc biệt ✂ Mã coupon xác minh,plp.fashion.default_store_meta
,,,[[store]],plp.fashion.default_store_heading
,,,Mã giảm giá [[heading]] [[country]],plp.fashion.default_store_h1
,,,Mua [[category]] giá rẻ nhất | Cập nhật [[category]] khuyến mãi lớn,plp.fashion.default_category_title
,,,Mua [[category]] [[gender]] giảm giá | Ưu đãi tốt,plp.fashion.default_gender_category_title
,,,[[brand]] Việt Nam | Giá [[category]] [[brand]] chính hãng | Khuyến mãi lớn,plp.fashion.default_brand_category_title
,,,"[[brand]] Việt Nam |[[categoryBrand1]][[categoryBrand2]][[categoryBrand3]] chính hãng, giá tốt",plp.fashion.default_brand_title
,,,"[[brand]] [[gender]] chính hãng | Giá ưu đãi, khuyến mãi lớn!",plp.fashion.default_brand_gender_title
,,,Giá [[category]] [[brand]] [[gender]] rẻ nhất | Cập nhật [[category]] [[brand]] khuyến mãi lớn,plp.fashion.default_brand_gender_category_title
,,,Cập nhật [[category]] chính hãng 🎯 | Săn coupon giảm đến [[discount]] khi mua hàng!,plp.fashion.default_category_meta
,,,"So sánh giá [[category]] [[gender]] từ nhà cung cấp[[merchant1]][[merchant2]] 🎯 [[category]] [[gender]] giá rẻ, chất lượng tốt",plp.fashion.default_gender_category_meta
,,,Cập nhật [[category]] [[brand]] chính hãng | Coupons giảm đến [[discount]] khi mua hàng 🎯,plp.fashion.default_brand_category_meta
,,,Giá [[brand]] chính hãng | Tiết kiệm [[discount]] 🎯 chi phí mua sắm từ [[merchant]],plp.fashion.default_brand_meta
,,,Mua [[brand]] [[gender]] chính hãng giá thấp nhất từ iPrice 💰| Coupons khuyến mãi [[discount]] trên đơn hàng 🤑,plp.fashion.default_brand_gender_meta
,,,Mua [[category]] [[brand]] [[gender]] chính hãng ✅ | Dùng coupon iPrice giảm giá [[discount]] 🎯,plp.fashion.default_brand_gender_category_meta
,,,[[category]],plp.fashion.default_category_heading
,,,Giá [[category]] Việt Nam,plp.fashion.default_category_h1
,,,[[category]] cho [[gender]],plp.fashion.default_gender_category_heading
,,,Giá [[category]] [[gender]],plp.fashion.default_gender_category_h1
,,,[[category]] [[brand]],plp.fashion.default_brand_category_heading
,,,Giá [[category]] [[brand]],plp.fashion.default_brand_category_h1
,,,[[brand]],plp.fashion.default_brand_heading
,,,[[brand]] Việt Nam,plp.fashion.default_brand_h1
,,,[[brand]] cho [[gender]],plp.fashion.default_brand_gender_heading
,,,Giá [[brand]] [[gender]],plp.fashion.default_brand_gender_h1
,,,[[category]] [[brand]] cho [[gender]],plp.fashion.default_brand_gender_category_heading
,,,Giá [[category]] [[brand]] [[gender]],plp.fashion.default_brand_gender_category_h1
,,,%1$s,plp.fashion.default_search_og_title
,,,Mua %1$s online giá tốt ở %2$s | iPrice,plp.fashion.default_search_title
,,,Chọn mua %1$s giá tốt ★ Khám phá %1$s mới nhất. ✓ Sản phẩm chất lượng ✓ Cửa hàng uy tín ✓ Ưu đãi khổng lồ,plp.fashion.default_search_meta
,,,Mua %1$s trực tuyến tại iPrice %2$s,plp.fashion.default_search_heading
,,,%1$s,plp.fashion.default_blog_og_title
,,,[[heading]] | iPrice [[country]],plp.fashion.default_blog_title
,,,%1$s,plp.fashion.default_blog_meta
,,,%1$s,plp.fashion.default_blog_heading
,,,Sản phẩm [[category]] màu [[color]] | các ưu đãi giá trực tuyến tốt nhất tại [[country]] | iPrice,plp.fashion.default_category_color_title
,,,Mua sắm sản phẩm [[category]] màu [[color]] mới ra mắt với chương trình khuyến mãi & ưu đãi mới nhất ★ Tìm kiếm ưu đãi giá rẻ ★ Không giới hạn trong lựa chọn,plp.fashion.default_category_color_meta
,,,[[category]] màu [[color]],plp.fashion.default_category_color_heading
,,,[[heading]],plp.fashion.default_category_color_h1
,,,Những sản phẩm màu [[color]] cho [[gender]] | các ưu đãi giá trực tuyến tốt nhất tại [[country]] | iPrice,plp.fashion.default_gender_color_title
,,,Mua sắm những sản phẩm màu [[color]] cho [[gender]] mới ra mắt với chương trình khuyến mãi & ưu đãi mới nhất ★ Tìm kiếm ưu đãi giá rẻ ★ Không giới hạn trong lựa chọn,plp.fashion.default_gender_color_meta
,,,Sản phẩm màu [[color]] cho [[gender]],plp.fashion.default_gender_color_heading
,,,[[heading]],plp.fashion.default_gender_color_h1
,,,Những sản phẩm màu [[color]] chính hãng [[brand]] | các ưu đãi giá trực tuyến tốt nhất tại [[country]] | iPrice,plp.fashion.default_brand_color_title
